,Date,Province,Dengue,date,value,Counts
242,2015-04-01,antique,2.7490842113221032,2015-04-01,,
243,2015-04-01,apayao,5.873271580077863,2015-04-01,31.5,2.0
244,2015-04-01,aurora,9.797700806210806,2015-04-01,78.0,4.0
245,2015-04-01,basilan,4.136126452270189,2015-04-01,,
246,2015-04-01,bataan,6.704791954249656,2015-04-01,18.0,4.0
247,2015-04-01,batangas,2.6351585827300616,2015-04-01,,
248,2015-04-01,benguet,6.063745120580099,2015-04-01,14.6,5.0
249,2015-04-01,biliran,4.078968836678087,2015-04-01,,
250,2015-04-01,bohol,3.3496756904899665,2015-04-01,7.5,2.0
251,2015-04-01,bukidnon,11.0936345149114,2015-04-01,,
252,2015-04-01,bulacan,4.769034446705432,2015-04-01,24.2,5.0
253,2015-04-01,cagayan,4.919454357469233,2015-04-01,,
254,2015-04-01,camarines norte,0.8571727357353599,2015-04-01,18.316,5.0
255,2015-04-01,camarines sur,1.3315961125587952,2015-04-01,15.484000000000002,5.0
256,2015-04-01,camiguin,11.30224462578268,2015-04-01,,
257,2015-04-01,capiz,6.172969224464923,2015-04-01,,
258,2015-04-01,catanduanes,0.766389233764044,2015-04-01,16.954,5.0
259,2015-04-01,cavite,5.029495954789997,2015-04-01,,
260,2015-04-01,cebu,3.1085673627626877,2015-04-01,57.5,2.0
261,2015-04-01,compostela valley,2.988695936867874,2015-04-01,0.0,2.0
262,2015-04-01,cotabato,14.205502892921677,2015-04-01,,
263,2015-04-01,davao del norte,0.8855374031320473,2015-04-01,10.1,4.0
264,2015-04-01,davao del sur,3.972494448439008,2015-04-01,8.571428571428571,7.0
265,2015-04-01,davao oriental,10.913163421938679,2015-04-01,100.0,3.0
266,2015-04-01,dinagat islands,6.291682395872656,2015-04-01,,
267,2015-04-01,eastern samar,1.0702971144789797,2015-04-01,,
268,2015-04-01,guimaras,0.5726950456151604,2015-04-01,,
269,2015-04-01,ifugao,3.4516424887328525,2015-04-01,12.0,4.0
270,2015-04-01,ilocos norte,5.395553052618445,2015-04-01,20.83,1.0
271,2015-04-01,ilocos sur,6.959870546407838,2015-04-01,,
272,2015-04-01,iloilo,2.8099135427348005,2015-04-01,,
273,2015-04-01,isabela,7.279271771611593,2015-04-01,,
274,2015-04-01,kalinga,11.284558961820574,2015-04-01,0.0,1.0
275,2015-04-01,la union,7.627251151397122,2015-04-01,0.0,2.0
276,2015-04-01,laguna,5.1069477223177895,2015-04-01,0.0,3.0
277,2015-04-01,lanao del norte,2.845891073028509,2015-04-01,,
278,2015-04-01,lanao del sur,0.0,2015-04-01,,
279,2015-04-01,leyte,1.5253451347591582,2015-04-01,,
280,2015-04-01,maguindanao,3.4601301416007373,2015-04-01,,
281,2015-04-01,marinduque,0.8528020944819441,2015-04-01,21.0,3.0
282,2015-04-01,masbate,0.3361747570857234,2015-04-01,16.7075,4.0
283,2015-04-01,misamis occidental,7.4735188316066745,2015-04-01,,
284,2015-04-01,misamis oriental,11.505574770575642,2015-04-01,,
285,2015-04-01,mountain province,0.0,2015-04-01,5.083333333333333,12.0
286,2015-04-01,negros occidental,2.0920939768614404,2015-04-01,,
287,2015-04-01,negros oriental,3.9852545581349017,2015-04-01,28.0,1.0
288,2015-04-01,northern samar,1.4225223217460987,2015-04-01,,
289,2015-04-01,nueva ecija,2.8817626719703493,2015-04-01,,
290,2015-04-01,nueva vizcaya,4.421971005136119,2015-04-01,,
291,2015-04-01,occidental mindoro,1.0258219911615178,2015-04-01,45.5,2.0
292,2015-04-01,oriental mindoro,2.132552345274441,2015-04-01,,
293,2015-04-01,palawan,3.892864741056596,2015-04-01,61.85714285714285,7.0
294,2015-04-01,pampanga,4.981331502246964,2015-04-01,14.6,5.0
295,2015-04-01,pangasinan,2.3336623008016297,2015-04-01,0.0,2.0
296,2015-04-01,quezon,2.9206295369860045,2015-04-01,,
297,2015-04-01,quirino,7.936885883454767,2015-04-01,,
298,2015-04-01,rizal,5.027343548201998,2015-04-01,,
299,2015-04-01,romblon,0.0,2015-04-01,0.0,3.0
300,2015-04-01,samar,1.5375134051950017,2015-04-01,,
301,2015-04-01,sarangani,16.352448549501062,2015-04-01,,
302,2015-04-01,siquijor,1.0418403067177864,2015-04-01,,
303,2015-04-01,sorsogon,0.6305575768428989,2015-04-01,18.375,4.0
304,2015-04-01,south cotabato,8.67701947692807,2015-04-01,,
305,2015-04-01,southern leyte,1.1855364552459988,2015-04-01,,
306,2015-04-01,sultan kudarat,3.5710107807584084,2015-04-01,,
307,2015-04-01,sulu,0.1212516566007583,2015-04-01,,
308,2015-04-01,surigao del norte,5.5660003958044735,2015-04-01,,
309,2015-04-01,surigao del sur,5.065428450823132,2015-04-01,,
310,2015-04-01,tarlac,5.636784631636123,2015-04-01,0.0,11.0
311,2015-04-01,tawi-tawi,0.5118820623728293,2015-04-01,,
312,2015-04-01,zambales,2.292227659225372,2015-04-01,,
313,2015-04-01,zamboanga del norte,7.0200209018650535,2015-04-01,,
314,2015-04-01,zamboanga del sur,7.156311466173344,2015-04-01,,
315,2015-04-01,zamboanga sibugay,10.266470182221946,2015-04-01,,
316,2015-05-01,abra,24.050422955714048,2015-05-01,43.0,3.0
317,2015-05-01,agusan del norte,12.580144194480354,2015-05-01,,
318,2015-05-01,agusan del sur,6.279856077116633,2015-05-01,,
319,2015-05-01,aklan,3.6532984936232538,2015-05-01,,
320,2015-05-01,albay,0.7605569101919191,2015-05-01,18.62333333333333,3.0
321,2015-05-01,antique,4.295444080190786,2015-05-01,,
322,2015-05-01,apayao,6.712310377231844,2015-05-01,50.0,1.0
323,2015-05-01,aurora,10.264257987458944,2015-05-01,76.5,2.0
324,2015-05-01,basilan,2.6122903909074875,2015-05-01,,
325,2015-05-01,bataan,4.469861302833103,2015-05-01,18.0,3.0
